product_id,sku,name,packaging_type,unit_container_type
1042,B7-CO3H-YQZK,Sodium Hypochlorite 5.25% - 5 Gallon Pail,Pallets_48x40,Pails
1043,VYC-9Z8-DZM,"Sodium Phosphate, Tribasic, Dodecahydrate, Technical Grade - 25 Lbs Metal Drum",Pallets_48x40,Drums
1044,S3Q-7R8-49N,Sulfuric Acid 30% - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1045,V6A-9JM-JER,Sulfuric Acid 30% - 55 Gallon Drum,Pallets_48x40,Drums
1046,Z0C-3BF-955,Sulfuric Acid 37% Electrolyte Grade - 275 Gallon Tote,Totes,Totes
1047,VTP-943-PX8,Sulfuric Acid 37% Electrolyte Grade - 5 Gallon Pail,Pallets_48x40,Pails
1048,SFZ-1M2-4A0,Sulfuric Acid 50% Electrolyte Grade - 275 Gallon Tote,Totes,Totes
1049,ZW2-3YU-BWN,Sulfuric Acid 70% - 220 Gallons - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1050,KJ5-UDH-6SA,Sulfuric Acid 93% - 6.5 Gallon Poly Drum,Pallets_48x40,Drums
1051,3C3-Q2I-V56,Sulfuric Acid 93% - Technical Grade - 55 Gallon Drum,Pallets_48x40,Drums
1052,LG8-FR3-BAC,Sulfuric Acid 93% Technical Grade - 275 Gallon Tote,Totes,Totes
1053,9UE-4HN-FDA,Sulfuric Acid 93% Technical Grade - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1054,PYF-EZM-P8X,Sulfuric Acid 96% ACS Grade - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1055,OVK-DMP-FMO,Sulfuric Acid 96% ACS Grade - 55 Gallon Drum,Pallets_48x40,Drums
1056,MCV-ASW-DFV,Sulfuric Acid 96% ACS Reagent Grade - 15 Gallon Drum,Pallets_48x40,Drums
1057,64P-F77-6P9,Tert Butyl Acetate (TBA) - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1058,RY-9B8O-1H5F,Tert Butyl Acetate (TBA) - 5 Gallon Pail,Pallets_48x40,Pails
1059,5E-ZV11-8WD7,Tert Butyl Acetate (TBA) - 55  Gallon  Drum,Pallets_48x40,Drums
1060,NC5-4MY-4DN,Toluene - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1061,I0-D7AM-86A4,Toluene - 5 Gallon Pail,Pallets_48x40,Pails
1062,DH-ICRJ-A2G1,Toluene - 55 Gallon Drum,Pallets_48x40,Drums
1063,JV-YUAY-W0WY,Trichloroethylene - 55 Gallon Drum,Pallets_48x40,Drums
1064,YYA-LSQ-4U6,Trichloroethylene (TCE) - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1065,OUS-JJI-ZXB,Trichloroethylene (TCE) - 5 Gallon Pail,Pallets_48x40,Pails
1066,M1N-2OP-3QR,Trichloroethylene (TCE) ACS Grade - 180 Gallons (36 x 5 Gallon Pails),Pallets_48x40,Pails
1067,N2O-3PQ-4RS,Trichloroethylene (TCE) ACS Grade - 20 Gallons (4 x 5 Gallon Pails),Pallets_48x40,Pails
1068,T5U-6VW-7XY,Trichloroethylene (TCE) ACS Grade - 220 Gallons (4 x 55 Gallon Drums),Pallets_48x40,Drums
1069,H9I-0JK-1LM,Trichloroethylene (TCE) ACS Grade - 5 Gallon Pail,Pallets_48x40,Pails
1070,Z8A-9BC-0DE,Trichloroethylene (TCE) ACS Grade - 55 Gallon Drum,Pallets_48x40,Drums
1071,MVQ-4FG-37K,Trisodium EDTA - 25 LB Fiber Drum,Pallets_48x40,Drums
1072,VMY-4UG-QA3,Vinegar 50% - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1073,M77-88V-2UH,Vinegar 75% ACS Grade - 180 Gallon Pallet in 36 x 5 Gallon Pails,Pallets_48x40,Pails
1074,ZOX-JW3-RSM,Vinegar 75% ACS Grade - 275 Gallon Tote,Totes,Totes
1075,VTJ-515-CE5,Vinegar 75% ACS Grade - 4 x 5 Gallon Pails,Pallets_48x40,Pails
1076,TH7-ERA-BHQ,Vinegar 75% ACS Grade - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1077,M1G-9XQ-Q4C,Vinegar 75% ACS Grade - 5 Gallon Pail,Pallets_48x40,Pails
1078,E1K-YUQ-RZU,Vinegar 75% ACS Grade - 55 Gallon Drum,Pallets_48x40,Drums
1079,F97-9R8-MZ7,VM&amp;P Naphtha - 275 Gallon Tote,Totes,Totes
1080,D28-Z0H-QTV,VM&amp;P Naphtha - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1081,GJF-KKV-ZUQ,VM&amp;P Naphtha - 5 Gallon Pail,Pallets_48x40,Pails
1082,DSC-A9X-1WN,VM&amp;P Naphtha - 55 Gallon Drum,Pallets_48x40,Drums
1083,3ME-EM6-VBJ,Xylene - 4 x 55 Gallon Drums,Pallets_48x40,Drums
1084,7N-U0Q6-FXGW,Xylene - 5 Gallon Pail,Pallets_48x40,Pails
1085,GM-YVQ3-PD14,Xylene - 55 Gallon Drum,Pallets_48x40,Drums
1086,WAY-Y71-CWD,Xylene ACS Grade - 5 Gallon Pail,Pallets_48x40,Pails
1087,Z5-0RHW-GR1K,Sodium Hypochlorite 5.25% - 55 Gallon,Pallets_48x40,Drums
